,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,qntacode_start,surveyzone_start,qday1tripend,qborough_end,qntacode_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode,ntacode_home,qsurveyzone_start,qsurveyzone_end,disability
3193,11202721,10202721,Saturday,Somewhat typical,Queens,Outer Queens,AM,Outer Queens,2.0,Outer Queens,Home,Queens,2.0,Outer Queens,Home,61 to 180,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,1.553938974,Other,QN21,Outer Queens,Outer Queens,No
3194,11202722,10202722,Saturday,Somewhat typical,Queens,Outer Queens,NOON,Outer Queens,2.0,Outer Queens,Friend or family member's home,Queens,2.0,Outer Queens,Friend or family member's home,11 to 15,3.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,2.9312984419999997,Dining,QN41,Outer Queens,Outer Queens,No
3195,11202723,10202723,Saturday,Somewhat typical,Queens,Outer Queens,AM,2.0,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",Queens,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",11 to 15,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,1.551495019,Shopping,2.0,2.0,2.0,No
3196,11202725,10202725,Saturday,Very typical,Queens,Outer Queens,AM,Outer Queens,2.0,Outer Queens,School,Queens,2.0,Outer Queens,School,11 to 15,6.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Local bus,Bus,Yes,1.301523522,School,QN06,Outer Queens,Outer Queens,No
3197,11202726,10202726,Saturday,Not very typical,Queens,Outer Queens,NOON,Outer Queens,2.0,Outer Queens,Friend or family member's home,Queens,2.0,Outer Queens,Friend or family member's home,31 to 35,2.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.33559012899999996,Social/recreation,QN34,Outer Queens,Outer Queens,No
3198,11202733,10202733,Saturday,Not at all typical,Queens,Inner Queens,AM,Inner Queens,2.0,Inner Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",Queens,2.0,Inner Queens,"Retail store (e.g. clothing, electronic, hardware, etc.)",56 to 60,7.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.565995583,Shopping,QN71,Inner Queens,Inner Queens,No
3199,11202741,10202741,Saturday,Somewhat typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,2.0,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,2.0,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",0 to 5,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,1.9392253640000001,Shopping,BK82,Outer Brooklyn,Outer Brooklyn,No
3200,11202742,10202742,Saturday,Somewhat typical,Queens,Outer Queens,NOON,Outer Queens,2.0,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,2.0,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",36 to 40,1.0,Female,"Less than $14,999",No,No,No,Yes,No,No,No,No,No,45-54,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,1.498018628,Personal errands,QN34,Outer Queens,Outer Queens,No
3201,11202752,10202752,Saturday,Very typical,Queens,Outer Queens,AM,Outer Queens,2.0,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,2.0,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",26 to 30,4.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,2.58668734,Shopping,QN56,Outer Queens,Outer Queens,No
3202,11202760,10202760,Saturday,Somewhat typical,Queens,Inner Queens,AM,2.0,2.0,2.0,Work,Manhattan,2.0,2.0,Work,56 to 60,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,No high school,No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Subway,Subway,Yes,1.498018628,Commute to/from work,2.0,2.0,2.0,No
3203,11202761,10202761,Saturday,Not very typical,Queens,Outer Queens,AM,Outer Queens,2.0,Outer Queens,Work,Queens,2.0,Outer Queens,Work,16 to 20,2.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.927324811,Commute to/from work,QN51,Outer Queens,Outer Queens,No
3204,11202762,10202762,Saturday,Not at all typical,Queens,Inner Queens,AM,2.0,2.0,2.0,Home,2.0,2.0,2.0,Home,41 to 45,1.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,No high school,No,I do not have access to a car,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Carshare,Car,No,2.337011869,Medical visit (doctor's office),2.0,2.0,2.0,No
3205,11202763,10202763,Saturday,Not very typical,Queens,Outer Queens,AM,Outer Queens,2.0,Outer Queens,Other,Queens,2.0,Outer Queens,Other,6 to 10,5.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.5638731029999999,Accompanying other traveler,QN08,Outer Queens,Outer Queens,No
3206,11202773,10202773,Saturday,Very typical,Queens,Inner Queens,NOON,2.0,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",Queens,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",0 to 5,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,25-34,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,2.978073195,Shopping,2.0,2.0,2.0,No
3207,11202774,10202774,Saturday,Very typical,Queens,Inner Queens,AM,Inner Queens,2.0,Inner Queens,School,Queens,2.0,Inner Queens,School,56 to 60,2.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Subway,Subway,Yes,1.816388115,Social/recreation,QN72,Inner Queens,Inner Queens,No
3208,11202784,10202784,Saturday,Somewhat typical,Queens,Outer Queens,AM,Outer Queens,2.0,Outer Queens,Other,Queens,2.0,Outer Queens,Other,61 to 180,2.0,Female,"$15,000 - $24,999",No,No,Yes,No,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Local bus,Bus,Yes,2.546059843,Personal errands,QN38,Outer Queens,Outer Queens,No
3209,11202789,10202789,Saturday,Very typical,Queens,Middle Queens,AM,2.0,2.0,2.0,Work,Queens,2.0,2.0,Work,11 to 15,3.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,1.988838747,Commute to/from work,2.0,2.0,2.0,No
3210,11202796,10202796,Saturday,Very typical,Queens,Outer Queens,NOON,2.0,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",Queens,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",0 to 5,2.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.071941742,Personal errands,2.0,2.0,2.0,No
3211,11202799,10202799,Saturday,Not at all typical,The Bronx,Southern Bronx,AM,Southern Bronx,2.0,Southern Bronx,Doctor's office or hospital,The Bronx,2.0,Southern Bronx,Doctor's office or hospital,56 to 60,3.0,Female,"Less than $14,999",No,No,Yes,No,No,No,No,No,No,55-64,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Express bus,Bus,Yes,1.4435615940000002,Medical visit (doctor's office),BX01,Southern Bronx,Southern Bronx,No
3212,11202800,10202800,Saturday,Not very typical,Brooklyn,Inner Brooklyn,AM,Inner Brooklyn,2.0,Inner Brooklyn,Work,Brooklyn,2.0,Inner Brooklyn,Work,56 to 60,3.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Local bus,Bus,Yes,0.860719235,Commute to/from work,BK32,Inner Brooklyn,Inner Brooklyn,No
3213,11202801,10202801,Saturday,Somewhat typical,Queens,Outer Queens,AM,2.0,2.0,2.0,Other,Queens,2.0,2.0,Other,26 to 30,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic",Some high school,Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,2.985465381,Personal errands,2.0,2.0,2.0,No
3214,11202802,10202802,Saturday,Not very typical,Brooklyn,Outer Brooklyn,AM,Outer Brooklyn,2.0,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,2.0,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",16 to 20,1.0,Female,"Less than $14,999",No,No,No,No,No,Yes,No,No,No,65 or older,Hispanic,Some high school,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Local bus,Bus,Yes,1.9743381009999998,Shopping,BK91,Outer Brooklyn,Outer Brooklyn,No
3216,11202820,10202820,Sunday,Somewhat typical,Brooklyn,Outer Brooklyn,AM,2.0,2.0,2.0,Work,Brooklyn,2.0,2.0,Work,61 to 180,2.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Walk,Walk,Yes,1.7917465330000002,Commute to/from work,2.0,2.0,2.0,No
3217,11202821,10202821,Sunday,Not very typical,Queens,Middle Queens,NOON,2.0,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",Outside of NYC,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",21 to 25,6.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Personal car,Car,No,0.286025696,Shopping,2.0,2.0,2.0,No
3218,11202832,10202832,Sunday,Somewhat typical,Queens,Inner Queens,AM,2.0,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",Queens,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",11 to 15,2.0,Female,"$25,000 - $34,999",No,Yes,No,No,No,No,No,No,No,65 or older,"Asian, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Walk,Walk,Yes,3.031894714,Shopping,2.0,2.0,2.0,No
3219,11202834,10202834,Sunday,Very typical,Queens,Outer Queens,AM,2.0,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",Queens,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",11 to 15,3.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Walk,Walk,Yes,0.533089654,Shopping,2.0,2.0,2.0,No
3221,11202859,10202859,Sunday,Very typical,Queens,Outer Queens,AM,2.0,2.0,2.0,Work,Queens,2.0,2.0,Work,26 to 30,2.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Personal car,Car,No,0.415574192,Commute to/from work,2.0,2.0,2.0,No
3222,11202884,10202884,Sunday,Very typical,The Bronx,Southern Bronx,NOON,Southern Bronx,2.0,Southern Bronx,Work,The Bronx,2.0,Southern Bronx,Work,56 to 60,3.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Subway,Subway,Yes,1.580319786,Commute to/from work,BX17,Southern Bronx,Southern Bronx,No
3223,11202902,10202902,Sunday,Not very typical,The Bronx,Northern Bronx,NOON,Northern Bronx,2.0,Northern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",The Bronx,2.0,Northern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",11 to 15,1.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Personal car,Car,No,0.6552157279999999,Shopping,BX37,Northern Bronx,Northern Bronx,No
3224,11202903,10202903,Sunday,Very typical,The Bronx,Northern Bronx,AM,2.0,2.0,2.0,Home,2.0,2.0,2.0,Home,180+,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Ride-hail service such as Uber or Lyft,For-Hire Vehicle,No,1.2201038229999999,Business,2.0,2.0,2.0,No
3225,11202918,10202918,Sunday,Somewhat typical,The Bronx,Southern Bronx,AM,2.0,2.0,2.0,Other,The Bronx,2.0,2.0,Other,26 to 30,2.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Select bus service,Bus,Yes,1.771267022,Commute to/from work,2.0,2.0,2.0,No
3226,11202921,10202921,Sunday,Very typical,Queens,Middle Queens,AM,2.0,2.0,2.0,Work,Manhattan,2.0,2.0,Work,61 to 180,2.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,PATH train,Subway,Yes,1.018216676,Business,2.0,2.0,2.0,No
3227,11202926,10202926,Sunday,Very typical,Queens,Inner Queens,AM,2.0,2.0,2.0,Doctor's office or hospital,Queens,2.0,2.0,Doctor's office or hospital,11 to 15,2.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Personal car,Car,No,2.4410693869999998,Medical visit (doctor's office),2.0,2.0,2.0,No
3228,11202941,10202941,Sunday,Somewhat typical,Queens,Outer Queens,AM,Outer Queens,2.0,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,2.0,Outer Queens,"Grocery store or market (including deli, bodega, etc.)",16 to 20,1.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Don't know, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,71.0,51.0,0.16,No,Local bus,Bus,Yes,1.711619365,Shopping,QN76,Outer Queens,Outer Queens,No
3229,11202942,10202942,Sunday,Somewhat typical,The Bronx,Southern Bronx,AM,Southern Bronx,2.0,Southern Bronx,Other,The Bronx,2.0,Southern Bronx,Other,46 to 50,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,Yes,Local bus,Bus,Yes,1.4435615940000002,Other,BX33,Southern Bronx,Southern Bronx,No
3230,11202945,10202945,Sunday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,2.0,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",Brooklyn,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",0 to 5,3.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Walk,Walk,Yes,1.8017417390000001,Shopping,2.0,2.0,2.0,No
3231,11202973,10202973,Sunday,Not very typical,Brooklyn,Outer Brooklyn,PM,2.0,2.0,2.0,Friend or family member's home,Queens,2.0,2.0,Friend or family member's home,56 to 60,1.0,Female,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,Some high school,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Personal car,Car,No,1.098234006,Social/recreation,2.0,2.0,2.0,No
3232,11202995,10202995,Monday,Very typical,Brooklyn,Inner Brooklyn,AM,2.0,2.0,2.0,Work,Brooklyn,2.0,2.0,Work,26 to 30,3.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Subway,Subway,Yes,1.653807094,Commute to/from work,2.0,2.0,2.0,No
3233,11202996,10202996,Monday,Somewhat typical,Brooklyn,Outer Brooklyn,AM,2.0,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",Brooklyn,2.0,2.0,"Retail store (e.g. clothing, electronic, hardware, etc.)",26 to 30,2.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Personal car,Car,No,0.7642352920000001,Shopping,2.0,2.0,2.0,No
3234,11202997,10202997,Monday,Somewhat typical,Manhattan,Manhattan Core,AM,Manhattan Core,2.0,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",Manhattan,2.0,Manhattan Core,"Grocery store or market (including deli, bodega, etc.)",41 to 45,3.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,Yes,Walk,Walk,Yes,0.656886636,Shopping,MN12,Manhattan Core,Manhattan Core,No
3235,11203014,10203014,Monday,Very typical,Queens,Middle Queens,AM,Middle Queens,2.0,Middle Queens,Doctor's office or hospital,Queens,2.0,Middle Queens,Doctor's office or hospital,11 to 15,1.0,Female,"$75,000 - $99,999",No,No,Yes,No,No,No,No,No,No,45-54,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Walk,Walk,Yes,1.500383849,Medical visit (doctor's office),QN20,Middle Queens,Middle Queens,No
3236,11203026,10203026,Monday,Not very typical,Queens,Outer Queens,AM,2.0,2.0,2.0,Child's daycare facility or school,Queens,2.0,2.0,Child's daycare facility or school,26 to 30,1.0,Female,"Less than $14,999",No,Yes,No,Yes,No,No,No,No,No,55-64,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Select bus service,Bus,Yes,1.5845222380000001,School,2.0,2.0,2.0,No
3237,11203028,10203028,Monday,Very typical,Brooklyn,Inner Brooklyn,NOON,2.0,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,2.0,2.0,"Grocery store or market (including deli, bodega, etc.)",0 to 5,7.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Walk,Walk,Yes,0.307227896,Shopping,2.0,2.0,2.0,No
3238,11203057,10203057,Monday,Very typical,The Bronx,Southern Bronx,AM,Southern Bronx,2.0,Southern Bronx,School,The Bronx,2.0,Southern Bronx,School,56 to 60,2.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,18-24,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Subway,Subway,Yes,1.437062969,School,BX36,Southern Bronx,Southern Bronx,No
3239,11203066,10203066,Monday,Not very typical,Manhattan,Northern Manhattan,AM,Northern Manhattan,2.0,Northern Manhattan,Doctor's office or hospital,Manhattan,2.0,Northern Manhattan,Doctor's office or hospital,41 to 45,1.0,Female,"$25,000 - $34,999",No,No,Yes,No,No,No,No,No,No,65 or older,Hispanic,Some high school,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Select bus service,Bus,Yes,2.293825974,Medical visit (doctor's office),MN33,Northern Manhattan,Northern Manhattan,No
3240,11203069,10203069,Monday,Not very typical,Manhattan,Manhattan Core,NOON,Manhattan Core,2.0,Manhattan Core,Other,Manhattan,2.0,Manhattan Core,Other,6 to 10,3.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Walk,Walk,Yes,0.481549334,Shopping,MN23,Manhattan Core,Manhattan Core,No
3241,11203072,10203072,Monday,Very typical,Manhattan,Manhattan Core,AM,Manhattan Core,2.0,Manhattan Core,Restaurant or bar,Manhattan,2.0,Manhattan Core,Restaurant or bar,26 to 30,3.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Walk,Walk,Yes,0.481549334,Commute to/from work,MN17,Manhattan Core,Manhattan Core,No
3242,11203074,10203074,Monday,Very typical,Manhattan,Northern Manhattan,AM,Northern Manhattan,2.0,Northern Manhattan,Park/Recreational area/Gym,Manhattan,2.0,Northern Manhattan,Park/Recreational area/Gym,41 to 45,3.0,Male,"Less than $14,999",No,No,Yes,No,No,No,No,No,No,65 or older,Hispanic,No high school,Yes,I do not have access to a car,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Walk,Walk,Yes,3.094579664,Social/recreation,MN36,Northern Manhattan,Northern Manhattan,No
3243,11203095,10203095,Monday,Very typical,Brooklyn,Outer Brooklyn,AM,2.0,2.0,2.0,School,Brooklyn,2.0,2.0,School,11 to 15,3.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Don't know,Other,No,2.064712125,School,2.0,2.0,2.0,No
