,trip_id,uniqueid,qday,qday1typical,qborough_home,qsurveyzone_home,qtripdaytime,qborough_start,surveyzone_start,qday1tripend,qborough_end,surveyzone_end,qday1tripendcode,qday1triplength_cat,number_of_trips_taken,qgender,qincome,qdisability1,qdisability2,qdisability3,qdisability4,qdisability5,qdisability6,qdisability7,qdisability8,qdisability9,qagecode,qracecode,qeducation,qlicense,qcaraccess,qwelfare1,qwelfare2,qwelfare3,qwelfare4,qwelfare5,qsmartphone,qshare1,qshare2,qshare3,qshare4,qshare5,qshare6,qshare7,qshare8,qtemphigh,qtemplow,qprecipitation,qcitibike,qday1triptravelcode_sp,qmodegrouping,qsustainablemode,allwt,qpurposerecode
5079,14201892,10201892,Saturday,Somewhat typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,6 to 10,4.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,80.0,56.0,0.44,No,Personal car,Car,No,0.6176521629999999,Medical visit (doctor's office)
5080,14201913,10201913,Saturday,Not at all typical,Queens,Outer Queens,PM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,16 to 20,4.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,80.0,56.0,0.44,No,Personal car,Car,No,0.43854706200000004,Personal errands
5081,14201937,10201937,Saturday,Somewhat typical,Queens,Outer Queens,PM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,6 to 10,4.0,Female,"$50,000 - $74,999",No,No,No,Yes,No,No,No,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,80.0,56.0,0.44,No,Walk,Walk,Yes,2.5500798159999998,Social/recreation
5082,14201962,10201962,Saturday,Not at all typical,Staten Island,Staten Island,PM,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,16 to 20,4.0,Male,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"Other, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,80.0,56.0,0.44,No,Personal car,Car,No,0.209502049,Commute to/from work
5083,14201981,10201981,Monday,Not at all typical,Manhattan,Northern Manhattan,AM,Manhattan,Northern Manhattan,Home,Manhattan,Northern Manhattan,Home,16 to 20,6.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,89.0,63.0,0.0,No,Personal car,Car,No,0.837891375,Shopping
5084,14201999,10201999,Monday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,6 to 10,4.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,89.0,63.0,0.0,No,Walk,Walk,Yes,2.064712125,Shopping
5085,14202000,10202000,Monday,Not very typical,Manhattan,Manhattan Core,PM,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,6 to 10,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,89.0,63.0,0.0,No,Yellow taxi,For-Hire Vehicle,No,1.048852368,Social/recreation
5086,14202043,10202043,Monday,Somewhat typical,The Bronx,Southern Bronx,PM,The Bronx,Southern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",The Bronx,Southern Bronx,"Retail store (e.g. clothing, electronic, hardware, etc.)",6 to 10,5.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,89.0,63.0,0.0,No,Walk,Walk,Yes,2.223909473,Personal errands
5087,14202059,10202059,Monday,Somewhat typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Home,Staten Island,Staten Island,Home,11 to 15,4.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,89.0,63.0,0.0,No,Personal car,Car,No,1.30578967,Commute to/from work
5088,14202087,10202087,Monday,Somewhat typical,Manhattan,Northern Manhattan,AM,The Bronx,Northern Manhattan,Home,Manhattan,Northern Manhattan,Home,6 to 10,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"High school graduate or equivalent (i.e., GED)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,89.0,63.0,0.0,No,Personal car,Car,No,1.697011807,Shopping
5089,14202140,10202140,Monday,Very typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,6 to 10,4.0,Male,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,89.0,63.0,0.0,No,Local bus,Bus,Yes,2.073682691,Medical visit (doctor's office)
5090,14202153,10202153,Tuesday,Somewhat typical,The Bronx,Southern Bronx,PM,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,61 to 180,4.0,Female,"$15,000 - $24,999",No,No,Yes,No,No,Yes,No,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,78.0,61.0,0.0,No,Subway,Subway,Yes,0.527163381,Commute to/from work
5091,14202154,10202154,Tuesday,Very typical,Manhattan,Manhattan Core,PM,Manhattan,Manhattan Core,Home,Manhattan,Manhattan Core,Home,16 to 20,4.0,Male,"$35,000 - $49,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,78.0,61.0,0.0,No,Walk,Walk,Yes,0.78178029,Shopping
5092,14202158,10202158,Tuesday,Somewhat typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Other,Brooklyn,Outer Brooklyn,Other,26 to 30,5.0,Male,"$35,000 - $49,999",Yes,No,No,No,No,No,No,No,No,65 or older,"Black, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,78.0,61.0,0.0,No,Walk,Walk,Yes,1.668718173,Other
5093,14202263,10202263,Wednesday,Very typical,Queens,Outer Queens,PM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,0 to 5,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Other, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal car,Car,No,0.558000376,Other
5094,14202267,10202267,Wednesday,Somewhat typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,36 to 40,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,"Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal car,Car,No,0.731926825,Shopping
5095,14202270,10202270,Wednesday,Somewhat typical,Queens,Outer Queens,NOON,Outer Queens,Outer Queens,Home,Queens,Outer Queens,Home,6 to 10,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal car,Car,No,0.738419113,Other
5096,14202272,10202272,Wednesday,Not at all typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,0 to 5,4.0,Female,"$35,000 - $49,999",Yes,No,No,No,No,No,No,No,No,55-64,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal car,Car,No,0.624489431,Social/recreation
5097,14202276,10202276,Wednesday,Somewhat typical,Queens,Inner Queens,PM,Inner Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",0 to 5,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Graduate degree (i.e., Master's, Professional, Doctorate)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Walk,Walk,Yes,0.7177818429999999,Shopping
5098,14202280,10202280,Wednesday,Somewhat typical,Staten Island,Staten Island,NOON,Staten Island,Staten Island,Other,Staten Island,Staten Island,Other,26 to 30,5.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal car,Car,No,0.708491128,Business
5099,14202302,10202302,Wednesday,Very typical,Brooklyn,Outer Brooklyn,NOON,Don't know,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Don't know,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",16 to 20,6.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal car,Car,No,1.368200884,Business
5100,14202310,10202310,Wednesday,Somewhat typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Other,Queens,Outer Queens,Other,6 to 10,4.0,Female,Refused,No,No,Yes,No,No,No,No,No,No,45-54,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,68.0,63.0,0.1,No,Personal car,Car,No,0.257403869,Commute to/from work
5101,14202394,10202394,Thursday,Not very typical,Brooklyn,Inner Brooklyn,NOON,Inner Brooklyn,Inner Brooklyn,Other,Manhattan,Inner Brooklyn,Other,180+,4.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,No,I do not have access to a car,No,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,0.808845395,Social/recreation
5102,14202408,10202408,Thursday,Somewhat typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Home,Queens,Middle Queens,Home,6 to 10,4.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,1.3803370069999998,Shopping
5103,14202410,10202410,Thursday,Very typical,Brooklyn,Inner Brooklyn,AM,Brooklyn,Inner Brooklyn,Home,Brooklyn,Inner Brooklyn,Home,16 to 20,8.0,Male,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,1.430851154,Other
5104,14202423,10202423,Thursday,Very typical,Queens,Outer Queens,NOON,Outside of NYC,Outer Queens,Home,Queens,Outer Queens,Home,0 to 5,4.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,0.785025104,Personal errands
5105,14202430,10202430,Thursday,Very typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,6 to 10,4.0,Female,Refused,No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,Some college but degree not received or in progress,No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,0.501513206,Commute to/from work
5106,14202439,10202439,Thursday,Somewhat typical,Queens,Inner Queens,PM,Queens,Inner Queens,Restaurant or bar,Queens,Inner Queens,Restaurant or bar,0 to 5,5.0,Female,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,0.478545854,Dining
5107,14202445,10202445,Thursday,Not very typical,Brooklyn,Outer Brooklyn,NOON,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,6 to 10,4.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,2.0679720969999997,School
5108,14202465,10202465,Thursday,Very typical,Queens,Outer Queens,PM,Manhattan,Outer Queens,Home,Queens,Outer Queens,Home,61 to 180,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,45-54,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,0.533089654,Business
5109,14202470,10202470,Thursday,Not very typical,Queens,Middle Queens,PM,Queens,Middle Queens,Home,Queens,Middle Queens,Home,21 to 25,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,0.708125655,Personal errands
5110,14202482,10202482,Thursday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,26 to 30,4.0,Male,"$150,000-$199,999",No,No,No,No,No,No,Yes,No,No,45-54,"Other, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,0.250375725,Commute to/from work
5111,14202502,10202502,Thursday,Somewhat typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,36 to 40,4.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"Other, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,1.819249335,Commute to/from work
5112,14202506,10202506,Thursday,Very typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,Friend or family member's home,Brooklyn,Outer Brooklyn,Friend or family member's home,16 to 20,5.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some high school,Yes,I do not have access to a car,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,2.097658752,Personal errands
5113,14202510,10202510,Thursday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Work,Queens,Outer Queens,Work,16 to 20,5.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,0.740831998,Commute to/from work
5114,14202524,10202524,Thursday,Very typical,Queens,Inner Queens,PM,Queens,Inner Queens,Home,Queens,Inner Queens,Home,0 to 5,4.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,0.696638195,Shopping
5116,14202542,10202542,Thursday,Somewhat typical,Queens,Inner Queens,NOON,Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",Queens,Inner Queens,"Grocery store or market (including deli, bodega, etc.)",6 to 10,5.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Walk,Walk,Yes,1.4466903469999999,Shopping
5117,14202545,10202545,Thursday,Somewhat typical,Queens,Middle Queens,PM,Outside of NYC,Middle Queens,Home,Queens,Middle Queens,Home,41 to 45,4.0,Male,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,81.0,65.0,0.27,No,Personal car,Car,No,1.105027308,Commute to/from work
5118,14202599,10202599,Friday,Somewhat typical,The Bronx,Southern Bronx,NOON,The Bronx,Southern Bronx,Home,The Bronx,Southern Bronx,Home,6 to 10,4.0,Female,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,87.0,66.0,0.08,No,Walk,Walk,Yes,0.58475523,School
5120,14202633,10202633,Friday,Somewhat typical,Queens,Outer Queens,PM,Queens,Outer Queens,Park/Recreational area/Gym,Queens,Outer Queens,Park/Recreational area/Gym,11 to 15,5.0,Female,"$75,000 - $99,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",Yes,"I do not personally own or lease a car, but I have access to a car belonging to a member of my household",No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,87.0,66.0,0.08,No,Personal car,Car,No,0.891905332,Social/recreation
5121,14202649,10202649,Friday,Somewhat typical,Queens,Outer Queens,PM,Queens,Outer Queens,Work,Queens,Outer Queens,Work,11 to 15,5.0,Female,"$15,000 - $24,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,87.0,66.0,0.08,No,Personal car,Car,No,2.546059843,Commute to/from work
5122,14202654,10202654,Friday,Very typical,Queens,Outer Queens,PM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,21 to 25,6.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,87.0,66.0,0.08,No,Personal car,Car,No,1.03538097,Other
5123,14202666,10202666,Friday,Somewhat typical,Brooklyn,Inner Brooklyn,NOON,Brooklyn,Inner Brooklyn,Other,Brooklyn,Inner Brooklyn,Other,6 to 10,8.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)",No,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,87.0,66.0,0.08,No,Subway,Subway,Yes,0.8821402420000001,Other
5124,14202695,10202695,Saturday,Don't know,Brooklyn,Outer Brooklyn,AM,Brooklyn,Outer Brooklyn,Home,Brooklyn,Outer Brooklyn,Home,6 to 10,4.0,Male,"$50,000 - $74,999",No,No,No,Yes,No,No,No,No,No,65 or older,Hispanic,"High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,2.315074434,Other
5125,14202702,10202702,Saturday,Not very typical,Queens,Middle Queens,NOON,Queens,Middle Queens,Home,Queens,Middle Queens,Home,6 to 10,10.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.7420016970000001,Personal errands
5126,14202713,10202713,Saturday,Not very typical,Queens,Inner Queens,PM,Inner Queens,Inner Queens,Home,Queens,Inner Queens,Home,6 to 10,4.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,0.985636126,Other
5127,14202723,10202723,Saturday,Somewhat typical,Queens,Outer Queens,NOON,Outside of NYC,Outer Queens,Home,Queens,Outer Queens,Home,56 to 60,4.0,Female,"$100,000 - $149,999",No,No,No,No,No,No,Yes,No,No,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,1.551495019,Social/recreation
5128,14202725,10202725,Saturday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,16 to 20,6.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Local bus,Bus,Yes,1.301523522,School
5129,14202733,10202733,Saturday,Not at all typical,Queens,Inner Queens,NOON,Queens,Inner Queens,Friend or family member's home,Queens,Inner Queens,Friend or family member's home,26 to 30,7.0,Female,"Less than $14,999",No,No,No,No,No,No,Yes,No,No,45-54,"Black, Non-Hispanic",Some college but degree not received or in progress,Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.565995583,Accompanying other traveler
5130,14202741,10202741,Saturday,Somewhat typical,Brooklyn,Outer Brooklyn,PM,Brooklyn,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Outer Brooklyn,"Grocery store or market (including deli, bodega, etc.)",0 to 5,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)",No,I do not have access to a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,1.9392253640000001,Shopping
5131,14202752,10202752,Saturday,Very typical,Queens,Outer Queens,NOON,Queens,Outer Queens,Home,Queens,Outer Queens,Home,26 to 30,4.0,Male,"$25,000 - $34,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic","High school graduate or equivalent (i.e., GED)",Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Walk,Walk,Yes,2.58668734,Personal errands
5132,14202763,10202763,Saturday,Not very typical,Queens,Outer Queens,PM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,6 to 10,5.0,Female,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,55-64,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,0.5638731029999999,Accompanying other traveler
5133,14202801,10202801,Saturday,Somewhat typical,Queens,Outer Queens,AM,Queens,Outer Queens,Home,Queens,Outer Queens,Home,16 to 20,4.0,Male,"$50,000 - $74,999",No,No,No,No,No,No,Yes,No,No,65 or older,"White, Non-Hispanic",Some high school,Yes,I personally own or lease a car,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,66.0,51.0,0.25,No,Personal car,Car,No,2.985465381,Accompanying other traveler
5134,14202821,10202821,Sunday,Not very typical,Queens,Middle Queens,NOON,Outside of NYC,Middle Queens,Other,Outside of NYC,Middle Queens,Other,61 to 180,6.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,71.0,51.0,0.16,No,Walk,Walk,Yes,0.286025696,Commute to/from work
5135,14203028,10203028,Monday,Very typical,Brooklyn,Inner Brooklyn,NOON,Inner Brooklyn,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",Brooklyn,Inner Brooklyn,"Grocery store or market (including deli, bodega, etc.)",26 to 30,7.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I do not have access to a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Walk,Walk,Yes,0.307227896,Shopping
5136,14203098,10203098,Monday,Somewhat typical,Queens,Outer Queens,PM,Queens,Outer Queens,Other,Queens,Outer Queens,Other,16 to 20,5.0,Female,"$200,000 and above",No,No,No,No,No,No,Yes,No,No,55-64,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)",Yes,I personally own or lease a car,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,75.0,58.0,0.0,No,Personal car,Car,No,0.363663771,Social/recreation
